No.,Time,Source,Destination,Protocol,Length,Info
5428,119.396202,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.239.217? Tell 172.18.232.10
5429,119.396202,SamsungE_7c:5c:ca,Broadcast,ARP,60,Who has 172.18.232.1? Tell 172.18.233.59
5430,119.396202,172.18.233.59,172.18.239.255,UDP,180,59873  >  58581 Len=138
5431,119.396202,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.236.134? Tell 172.18.232.10
5432,119.396202,IntelCor_31:f6:7d,Broadcast,ARP,60,Who has 172.18.236.101? Tell 172.18.234.120
5433,119.396202,IntelCor_8d:7e:85,Broadcast,ARP,60,Who has 172.18.232.222? Tell 172.18.232.211
5434,119.600705,172.18.234.6,172.18.239.255,UDP,180,34792  >  58581 Len=138
5435,119.600705,172.18.236.12,172.18.239.255,UDP,305,54915  >  54915 Len=263
5436,119.805396,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.234.130? Tell 172.18.232.10
5437,119.805396,172.18.236.20,172.18.239.255,UDP,180,55484  >  58581 Len=138
5438,119.805526,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.232.34? Tell 172.18.232.10
5439,119.805526,172.18.237.112,172.18.239.255,UDP,86,57621  >  57621 Len=44
5440,120.01147,172.18.233.59,172.18.239.255,UDP,180,59873  >  58581 Len=138
5441,120.01147,HonHaiPr_82:25:e9,Broadcast,ARP,60,Who has 172.18.232.1? Tell 172.18.235.24
5442,120.01147,IntelCor_fd:70:b4,Broadcast,ARP,60,Who has 172.18.233.48? Tell 172.18.233.148
5443,120.01147,SamsungE_7c:0b:84,Broadcast,ARP,60,Who has 172.18.232.1? Tell 172.18.236.20
5444,120.01147,172.18.234.13,172.18.239.255,UDP,82,63484  >  1947 Len=40
5445,120.01147,172.18.234.6,172.18.239.255,UDP,180,34792  >  58581 Len=138
5446,120.215337,SamsungE_98:8d:ea,Broadcast,ARP,60,Who has 172.18.232.1? Tell 172.18.234.6
5447,120.215337,172.18.236.20,172.18.239.255,UDP,180,55484  >  58581 Len=138
5448,120.420541,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.237.194? Tell 172.18.232.10
5449,120.420541,172.18.232.218,172.18.239.255,UDP,82,60176  >  1947 Len=40
5450,120.420541,IntelCor_73:dd:b3,Broadcast,ARP,60,Who has 172.18.232.164? Tell 172.18.234.199
5451,120.420541,LiteonTe_c6:cf:35,Broadcast,ARP,60,Who has 172.18.234.199? Tell 172.18.232.164
5452,120.420541,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.239.217? Tell 172.18.232.10
5453,120.420541,IntelCor_31:f6:7d,Broadcast,ARP,60,Who has 172.18.236.101? Tell 172.18.234.120
5454,120.420541,172.18.233.59,172.18.239.255,UDP,180,59873  >  58581 Len=138
5455,120.420541,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.236.134? Tell 172.18.232.10
5456,120.420541,IntelCor_fd:70:b4,Broadcast,ARP,60,Who has 172.18.233.48? Tell 172.18.233.148
5457,120.609266,172.18.238.180,51.178.76.105,TCP,55,[TCP Keep-Alive] 50162  >  443 [ACK] Seq=1074 Ack=13649 Win=131328 Len=1
5458,120.634467,172.18.234.6,172.18.239.255,UDP,180,34792  >  58581 Len=138
5459,120.634467,172.18.236.12,172.18.239.255,UDP,305,54915  >  54915 Len=263
5460,120.831106,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.234.130? Tell 172.18.232.10
5461,120.831106,IntelCor_1b:e2:de,Broadcast,ARP,60,Who has 172.18.232.1? Tell 172.18.232.218
5462,120.831106,172.18.236.20,172.18.239.255,UDP,180,55484  >  58581 Len=138
5463,120.831106,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.232.34? Tell 172.18.232.10
5464,120.831106,172.18.233.59,172.18.239.255,UDP,180,59873  >  58581 Len=138
5465,120.831106,51.178.76.105,172.18.238.180,TCP,66,[TCP Keep-Alive ACK] 443  >  50162 [ACK] Seq=13649 Ack=1075 Win=31360 Len=0 SLE=1074 SRE=1075
5466,120.884575,172.18.238.180,13.232.236.222,TCP,55,[TCP Keep-Alive] 50160  >  443 [ACK] Seq=652 Ack=568 Win=130816 Len=1
5467,120.920529,13.232.236.222,172.18.238.180,TCP,66,[TCP Keep-Alive ACK] 443  >  50160 [ACK] Seq=568 Ack=653 Win=28160 Len=0 SLE=652 SRE=653
5468,121.034291,172.18.234.6,172.18.239.255,UDP,180,34792  >  58581 Len=138
5469,121.239626,IntelCor_1b:e2:de,Broadcast,ARP,60,Who has 172.18.232.218? (ARP Probe)
5470,121.239626,172.18.239.28,172.18.239.255,UDP,86,57621  >  57621 Len=44
5471,121.239626,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.234.69? Tell 172.18.232.10
5472,121.239626,IntelCor_fd:70:b4,Broadcast,ARP,60,Who has 172.18.233.131? Tell 172.18.233.148
5473,121.239626,172.18.236.20,172.18.239.255,UDP,180,55484  >  58581 Len=138
5474,121.239626,Cisco_ff:fc:28,Broadcast,ARP,60,Who has 172.18.235.36? Tell 172.18.232.1
5475,121.239626,Cisco_ff:fc:28,Broadcast,ARP,60,Who has 172.18.232.110? Tell 172.18.232.1
5476,121.444485,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.237.194? Tell 172.18.232.10
5477,121.444485,IntelCor_cc:f3:a3,Broadcast,ARP,60,Who has 172.18.232.1? Tell 172.18.233.62
5478,121.444485,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.239.217? Tell 172.18.232.10
5479,121.444485,IntelCor_31:f6:7d,Broadcast,ARP,60,Who has 172.18.236.101? Tell 172.18.234.120
5480,121.444485,SamsungE_7c:5c:ca,Broadcast,ARP,60,Who has 172.18.232.1? Tell 172.18.233.59
5481,121.444485,172.18.233.59,172.18.239.255,UDP,180,59873  >  58581 Len=138
5482,121.444485,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.236.134? Tell 172.18.232.10
5483,121.444485,IntelCor_fd:70:b4,Broadcast,ARP,60,Who has 172.18.233.48? Tell 172.18.233.148
5484,121.649075,172.18.234.6,172.18.239.255,UDP,180,34792  >  58581 Len=138
5485,121.649075,172.18.236.12,172.18.239.255,UDP,305,54915  >  54915 Len=263
5486,121.649075,172.18.239.149,172.18.239.255,DB-LSP-DISC/JSON,176,"Dropbox LAN sync Discovery Protocol, JavaScript Object Notation"
5487,121.649075,IntelCor_1b:e2:de,Broadcast,ARP,60,Who has 172.18.232.1? Tell 172.18.232.218
5488,121.686227,172.18.238.180,172.67.217.9,TCP,55,[TCP Keep-Alive] 50134  >  443 [ACK] Seq=189 Ack=3523 Win=514 Len=1
5489,121.72141,172.67.217.9,172.18.238.180,TCP,66,[TCP Keep-Alive ACK] 443  >  50134 [ACK] Seq=3523 Ack=190 Win=72 Len=0 SLE=189 SRE=190
5490,121.855582,172.18.236.20,172.18.239.255,UDP,180,55484  >  58581 Len=138
5491,121.855582,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.232.34? Tell 172.18.232.10
5492,122.059028,SamsungE_7c:0b:84,Broadcast,ARP,60,Who has 172.18.232.1? Tell 172.18.236.20
5493,122.059028,IntelCor_fd:70:b4,Broadcast,ARP,60,Who has 172.18.233.131? Tell 172.18.233.148
5494,122.059028,172.18.234.6,172.18.239.255,UDP,180,34792  >  58581 Len=138
5495,122.263965,IntelCor_1b:e2:de,Broadcast,ARP,60,Who has 172.18.232.218? (ARP Probe)
5496,122.263965,ea:2a:31:f5:9a:d3,Broadcast,ARP,60,Who has 172.18.233.131? Tell 172.18.232.59
5497,122.263965,SamsungE_98:8d:ea,Broadcast,ARP,60,Who has 172.18.232.1? Tell 172.18.234.6
5498,122.263965,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.234.69? Tell 172.18.232.10
5499,122.263965,172.18.236.20,172.18.239.255,UDP,180,55484  >  58581 Len=138
5500,122.263965,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.237.194? Tell 172.18.232.10
5501,122.4685,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.239.217? Tell 172.18.232.10
5502,122.4685,172.18.233.59,172.18.239.255,UDP,180,59873  >  58581 Len=138
5503,122.4685,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.236.134? Tell 172.18.232.10
5504,122.67285,172.18.234.6,172.18.239.255,UDP,180,34792  >  58581 Len=138
5505,122.67285,172.18.236.12,172.18.239.255,UDP,305,54915  >  54915 Len=263
5506,122.67285,Chongqin_4a:c3:05,Broadcast,ARP,60,Who has 172.18.232.1? Tell 172.18.239.9
5507,122.879337,172.18.236.20,172.18.239.255,UDP,180,55484  >  58581 Len=138
5508,122.879337,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.232.34? Tell 172.18.232.10
5509,122.879337,ea:2a:31:f5:9a:d3,Broadcast,ARP,60,Who has 172.18.233.131? Tell 172.18.232.59
5510,122.879337,172.18.233.59,172.18.239.255,UDP,180,59873  >  58581 Len=138
5511,122.879337,104.16.19.94,172.18.238.180,QUIC,70,Protected Payload (KP0)
5512,122.879337,104.16.19.94,172.18.238.180,QUIC,70,Protected Payload (KP0)
5513,123.087786,IntelCor_fd:70:b4,Broadcast,ARP,60,Who has 172.18.233.48? Tell 172.18.233.148
5514,123.087786,IntelCor_fd:70:b4,Broadcast,ARP,60,Who has 172.18.233.131? Tell 172.18.233.148
5515,123.287414,IntelCor_1b:e2:de,Broadcast,ARP,60,Who has 172.18.232.218? (ARP Probe)
5516,123.287414,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.234.69? Tell 172.18.232.10
5517,123.287414,172.18.236.20,172.18.239.255,UDP,180,55484  >  58581 Len=138
5518,123.448583,172.18.238.180,142.250.196.78,TCP,55,[TCP Keep-Alive] 50163  >  443 [ACK] Seq=581 Ack=7262 Win=131328 Len=1
5519,123.463538,142.250.196.78,172.18.238.180,TCP,66,[TCP Keep-Alive ACK] 443  >  50163 [ACK] Seq=7262 Ack=582 Win=66816 Len=0 SLE=581 SRE=582
5520,123.494225,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.239.217? Tell 172.18.232.10
5521,123.494225,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.237.194? Tell 172.18.232.10
5522,123.494225,SamsungE_7c:5c:ca,Broadcast,ARP,60,Who has 172.18.232.1? Tell 172.18.233.59
5523,123.494225,172.18.233.59,172.18.239.255,UDP,180,59873  >  58581 Len=138
5524,123.494225,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.236.134? Tell 172.18.232.10
5525,123.494225,IntelCor_31:f6:7d,Broadcast,ARP,60,Who has 172.18.236.101? Tell 172.18.234.120
5526,123.494225,AzureWav_67:23:b1,Broadcast,ARP,60,Who has 172.18.233.42? Tell 172.18.236.60
5527,123.494225,IntelCor_fd:70:b4,Broadcast,ARP,60,Who has 172.18.233.48? Tell 172.18.233.148
5528,123.696929,172.18.234.6,172.18.239.255,UDP,180,34792  >  58581 Len=138
5529,123.696929,172.18.236.12,172.18.239.255,UDP,305,54915  >  54915 Len=263
5530,123.901422,172.18.236.20,172.18.239.255,UDP,180,55484  >  58581 Len=138
5531,123.901422,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.232.34? Tell 172.18.232.10
5532,123.901422,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.234.247? Tell 172.18.232.10
5533,123.901422,ea:2a:31:f5:9a:d3,Broadcast,ARP,60,Who has 172.18.233.131? Tell 172.18.232.59
5534,123.901422,172.18.233.59,172.18.239.255,UDP,180,59873  >  58581 Len=138
5535,124.106339,SamsungE_7c:0b:84,Broadcast,ARP,60,Who has 172.18.232.1? Tell 172.18.236.20
5536,124.106339,172.18.234.6,172.18.239.255,UDP,180,34792  >  58581 Len=138
5537,124.106339,IntelCor_1b:e2:de,Broadcast,ARP,60,ARP Announcement for 172.18.232.218
5538,124.311634,SamsungE_98:8d:ea,Broadcast,ARP,60,Who has 172.18.232.1? Tell 172.18.234.6
5539,124.311634,IntelCor_31:f6:7d,Broadcast,ARP,60,Who has 172.18.236.101? Tell 172.18.234.120
5540,124.311634,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.239.217? Tell 172.18.232.10
5541,124.516858,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.237.194? Tell 172.18.232.10
5542,124.516858,172.18.233.59,172.18.239.255,UDP,180,59873  >  58581 Len=138
5543,124.516858,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.236.134? Tell 172.18.232.10
5544,124.516858,IntelCor_fd:70:b4,Broadcast,ARP,60,Who has 172.18.233.48? Tell 172.18.233.148
5545,124.516858,AzureWav_67:23:b1,Broadcast,ARP,60,Who has 172.18.233.42? Tell 172.18.236.60
5546,124.721057,172.18.236.12,172.18.239.255,UDP,305,54915  >  54915 Len=263
5547,124.721057,172.18.234.6,172.18.239.255,UDP,180,34792  >  58581 Len=138
5548,124.721057,CloudNet_45:e3:a9,Broadcast,ARP,60,Who has 172.18.232.1? Tell 172.18.238.184
5549,124.721057,172.18.236.20,172.18.239.255,UDP,180,55484  >  58581 Len=138
5550,124.721057,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.232.34? Tell 172.18.232.10
5551,124.762648,172.18.238.180,172.217.160.131,TCP,55,[TCP Keep-Alive] 50169  >  80 [ACK] Seq=427 Ack=703 Win=130816 Len=1
5552,124.926429,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.234.247? Tell 172.18.232.10
5553,124.926429,4e:71:11:44:3d:08,Broadcast,ARP,60,Gratuitous ARP for 172.18.237.2 (Request)
5554,124.926429,HonHaiPr_ba:ae:e3,Broadcast,ARP,60,Who has 172.18.234.94? Tell 172.18.238.141
5555,124.926429,172.18.233.59,172.18.239.255,UDP,180,59873  >  58581 Len=138
5556,124.978402,172.18.238.180,172.217.160.131,TCP,55,[TCP Keep-Alive] 50170  >  80 [ACK] Seq=427 Ack=703 Win=130816 Len=1
5557,124.9971,172.217.160.131,172.18.238.180,TCP,66,[TCP Keep-Alive ACK] 80  >  50170 [ACK] Seq=703 Ack=428 Win=66816 Len=0 SLE=427 SRE=428
5558,125.133281,172.18.234.6,172.18.239.255,UDP,180,34792  >  58581 Len=138
5559,125.187433,172.18.238.180,151.101.2.137,TCP,55,[TCP Keep-Alive] 50165  >  443 [ACK] Seq=1361 Ack=5741 Win=130816 Len=1
5560,125.227615,151.101.2.137,172.18.238.180,TCP,66,[TCP Keep-Alive ACK] 443  >  50165 [ACK] Seq=5741 Ack=1362 Win=143872 Len=0 SLE=1361 SRE=1362
5561,125.336318,LiteonTe_c5:13:35,Broadcast,ARP,60,Who has 172.18.232.135? Tell 172.18.232.232
5562,125.336318,IntelCor_d4:9c:4d,Broadcast,ARP,60,Who has 172.18.232.232? Tell 172.18.232.135
5563,125.336318,172.18.236.20,172.18.239.255,UDP,180,55484  >  58581 Len=138
5564,125.336318,IntelCor_31:f6:7d,Broadcast,ARP,60,Who has 172.18.236.101? Tell 172.18.234.120
5565,125.336318,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.239.217? Tell 172.18.232.10
5566,125.336318,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.237.194? Tell 172.18.232.10
5567,125.539754,SamsungE_7c:5c:ca,Broadcast,ARP,60,Who has 172.18.232.1? Tell 172.18.233.59
5568,125.539754,172.18.233.59,172.18.239.255,UDP,180,59873  >  58581 Len=138
5569,125.539754,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.236.134? Tell 172.18.232.10
5570,125.539899,172.18.234.6,172.18.239.255,UDP,180,34792  >  58581 Len=138
5571,125.745173,172.18.236.12,172.18.239.255,UDP,305,54915  >  54915 Len=263
5572,125.745173,172.18.236.20,172.18.239.255,UDP,180,55484  >  58581 Len=138
5573,125.745173,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.232.34? Tell 172.18.232.10
5574,125.745173,HonHaiPr_ba:ae:e3,Broadcast,ARP,60,Who has 172.18.234.94? Tell 172.18.238.141
5575,125.768046,172.18.238.180,172.217.160.131,TCP,55,[TCP Keep-Alive] 50169  >  80 [ACK] Seq=427 Ack=703 Win=130816 Len=1
5576,125.785795,172.217.160.131,172.18.238.180,TCP,66,[TCP Keep-Alive ACK] 80  >  50169 [ACK] Seq=703 Ack=428 Win=66816 Len=0 SLE=427 SRE=428
5577,125.950429,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.234.247? Tell 172.18.232.10
5578,125.950429,IntelCor_52:31:31,Broadcast,ARP,60,Who has 172.18.234.17? Tell 172.18.234.162
5579,125.950429,IntelCor_52:31:31,Broadcast,ARP,60,Who has 172.18.232.215? Tell 172.18.234.162
5580,125.950429,172.18.233.59,172.18.239.255,UDP,180,59873  >  58581 Len=138
5581,125.950429,SamsungE_7c:0b:84,Broadcast,ARP,60,Who has 172.18.232.1? Tell 172.18.236.20
5582,126.154185,172.18.234.6,172.18.239.255,UDP,180,34792  >  58581 Len=138
5583,126.154341,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.234.130? Tell 172.18.232.10
5584,126.359751,SamsungE_98:8d:ea,Broadcast,ARP,60,Who has 172.18.232.1? Tell 172.18.234.6
5585,126.359751,172.18.236.20,172.18.239.255,UDP,180,55484  >  58581 Len=138
5586,126.359751,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.239.217? Tell 172.18.232.10
5587,126.359751,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.237.194? Tell 172.18.232.10
5588,126.359751,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.236.134? Tell 172.18.232.10
5589,126.359751,172.18.233.59,172.18.239.255,UDP,180,59873  >  58581 Len=138
5590,126.359751,4e:71:11:44:3d:08,Broadcast,ARP,60,Gratuitous ARP for 172.18.237.2 (Request)
5591,126.564271,172.18.234.6,172.18.239.255,UDP,180,34792  >  58581 Len=138
5592,126.564271,172.18.236.12,172.18.239.255,UDP,305,54915  >  54915 Len=263
5593,126.564271,Cisco_ff:fc:28,Broadcast,ARP,60,Who has 172.18.232.114? Tell 172.18.232.1
5594,126.629592,172.18.238.180,142.250.196.14,UDP,378,49808  >  443 Len=336
5595,126.644327,142.250.196.14,172.18.238.180,UDP,73,443  >  49808 Len=31
5596,126.654124,172.18.238.180,142.250.196.14,UDP,75,49808  >  443 Len=33
5597,126.769554,Chongqin_4a:c3:05,Broadcast,ARP,60,Who has 172.18.232.1? Tell 172.18.239.9
5598,126.769554,172.18.236.20,172.18.239.255,UDP,180,55484  >  58581 Len=138
5599,126.769554,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.232.34? Tell 172.18.232.10
5600,126.769554,HonHaiPr_ba:ae:e3,Broadcast,ARP,60,Who has 172.18.234.94? Tell 172.18.238.141
5601,126.973585,172.18.233.59,172.18.239.255,UDP,180,59873  >  58581 Len=138
5602,126.973585,IntelCor_fd:70:b4,Broadcast,ARP,60,Who has 172.18.233.48? Tell 172.18.233.148
5603,127.179561,172.18.234.6,172.18.239.255,UDP,180,34792  >  58581 Len=138
5604,127.179561,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.234.130? Tell 172.18.232.10
5605,127.179693,142.250.196.14,172.18.238.180,UDP,314,443  >  49808 Len=272
5606,127.179693,142.250.196.14,172.18.238.180,UDP,412,443  >  49808 Len=370
5607,127.180078,172.18.238.180,142.250.196.14,UDP,76,49808  >  443 Len=34
5608,127.18038,172.18.238.180,142.250.196.14,UDP,85,49808  >  443 Len=43
5609,127.196892,142.250.196.14,172.18.238.180,UDP,67,443  >  49808 Len=25
5610,127.384113,172.18.236.20,172.18.239.255,UDP,180,55484  >  58581 Len=138
5611,127.384113,172.18.232.61,172.18.239.255,DB-LSP-DISC/JSON,176,"Dropbox LAN sync Discovery Protocol, JavaScript Object Notation"
5612,127.384113,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.239.217? Tell 172.18.232.10
5613,127.384113,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.237.194? Tell 172.18.232.10
5614,127.384113,SamsungE_7c:5c:ca,Broadcast,ARP,60,Who has 172.18.232.1? Tell 172.18.233.59
5615,127.384113,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.236.134? Tell 172.18.232.10
5616,127.384113,172.18.233.59,172.18.239.255,UDP,180,59873  >  58581 Len=138
5617,127.587467,IntelCor_fd:70:b4,Broadcast,ARP,60,Who has 172.18.233.48? Tell 172.18.233.148
5618,127.588636,172.18.234.6,172.18.239.255,UDP,180,34792  >  58581 Len=138
5619,127.588636,172.18.236.12,172.18.239.255,UDP,305,54915  >  54915 Len=263
5620,127.588636,IntelCor_dc:f5:7d,Broadcast,ARP,60,Who has 172.18.232.1? Tell 172.18.232.75
5621,127.7633,172.18.238.180,172.18.10.10,DNS,83,Standard query 0x5961 A www.msftconnecttest.com
5622,127.802348,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.232.34? Tell 172.18.232.10
5623,127.802348,172.18.236.20,172.18.239.255,UDP,180,55484  >  58581 Len=138
5624,127.803133,172.18.238.180,172.18.10.10,DNS,83,Standard query 0x5961 A www.msftconnecttest.com
5625,127.998074,172.18.233.59,172.18.239.255,UDP,180,59873  >  58581 Len=138
5626,127.998074,4e:71:11:44:3d:08,Broadcast,ARP,60,Gratuitous ARP for 172.18.237.2 (Request)
5627,127.998074,HonHaiPr_d8:a7:17,Broadcast,ARP,60,Who has 172.18.239.54? Tell 172.18.232.190
5628,127.998074,SamsungE_7c:0b:84,Broadcast,ARP,60,Who has 172.18.232.1? Tell 172.18.236.20
5629,128.206838,IntelCor_6d:83:19,Broadcast,ARP,60,Who has 172.18.237.67? Tell 172.18.232.69
5630,128.206838,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.138? Tell 172.18.237.67
5631,128.206838,Chongqin_11:fd:c5,Broadcast,ARP,60,Who has 172.18.237.67? Tell 172.18.232.150
5632,128.206838,172.18.234.6,172.18.239.255,UDP,180,34792  >  58581 Len=138
5633,128.206838,IntelCor_1b:e2:de,Broadcast,ARP,60,Who has 172.18.237.67? Tell 172.18.232.218
5634,128.206838,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.0? Tell 172.18.237.67
5635,128.206838,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.2? Tell 172.18.237.67
5636,128.206838,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.3? Tell 172.18.237.67
5637,128.206838,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.4? Tell 172.18.237.67
5638,128.206838,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.5? Tell 172.18.237.67
5639,128.206838,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.6? Tell 172.18.237.67
5640,128.206838,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.7? Tell 172.18.237.67
5641,128.206838,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.8? Tell 172.18.237.67
5642,128.206838,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.9? Tell 172.18.237.67
5643,128.206838,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.11? Tell 172.18.237.67
5644,128.206838,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.12? Tell 172.18.237.67
5645,128.206838,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.13? Tell 172.18.237.67
5646,128.206838,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.14? Tell 172.18.237.67
5647,128.206838,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.15? Tell 172.18.237.67
5648,128.206838,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.16? Tell 172.18.237.67
5649,128.206838,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.17? Tell 172.18.237.67
5650,128.206838,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.19? Tell 172.18.237.67
5651,128.206838,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.20? Tell 172.18.237.67
5652,128.206838,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.21? Tell 172.18.237.67
5653,128.206838,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.22? Tell 172.18.237.67
5654,128.206838,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.23? Tell 172.18.237.67
5655,128.206838,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.24? Tell 172.18.237.67
5656,128.206838,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.25? Tell 172.18.237.67
5657,128.206838,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.28? Tell 172.18.237.67
5658,128.206838,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.29? Tell 172.18.237.67
5659,128.206838,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.30? Tell 172.18.237.67
5660,128.206838,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.32? Tell 172.18.237.67
5661,128.207096,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.33? Tell 172.18.237.67
5662,128.207096,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.34? Tell 172.18.237.67
5663,128.207096,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.35? Tell 172.18.237.67
5664,128.207096,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.37? Tell 172.18.237.67
5665,128.207096,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.38? Tell 172.18.237.67
5666,128.207096,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.42? Tell 172.18.237.67
5667,128.207096,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.44? Tell 172.18.237.67
5668,128.207096,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.47? Tell 172.18.237.67
5669,128.207096,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.48? Tell 172.18.237.67
5670,128.207096,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.50? Tell 172.18.237.67
5671,128.207096,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.52? Tell 172.18.237.67
5672,128.207096,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.53? Tell 172.18.237.67
5673,128.207096,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.60? Tell 172.18.237.67
5674,128.207096,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.62? Tell 172.18.237.67
5675,128.207096,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.64? Tell 172.18.237.67
5676,128.207096,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.67? Tell 172.18.237.67
5677,128.207096,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.68? Tell 172.18.237.67
5678,128.207096,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.74? Tell 172.18.237.67
5679,128.406968,172.18.236.20,172.18.239.255,UDP,180,55484  >  58581 Len=138
