No.,Time,Source,Destination,Protocol,Length,Info
1,0,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.236.134? Tell 172.18.232.10
2,0,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.235.33? Tell 172.18.232.10
3,0,172.18.234.6,172.18.239.255,UDP,180,34792  >  58581 Len=138
4,0,104.26.11.240,172.18.238.180,TCP,1078,443  >  50154 [ACK] Seq=1 Ack=1 Win=67 Len=1024 [TCP segment of a reassembled PDU]
5,0.000129,172.18.238.180,104.26.11.240,TCP,66,50154  >  443 [ACK] Seq=1 Ack=1025 Win=1020 Len=0 SLE=1399 SRE=2011
6,0.207241,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.0? Tell 172.18.237.67
7,0.207241,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.2? Tell 172.18.237.67
8,0.207241,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.3? Tell 172.18.237.67
9,0.207241,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.4? Tell 172.18.237.67
10,0.207241,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.5? Tell 172.18.237.67
11,0.207241,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.6? Tell 172.18.237.67
12,0.207241,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.7? Tell 172.18.237.67
13,0.207241,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.8? Tell 172.18.237.67
14,0.207241,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.9? Tell 172.18.237.67
15,0.207241,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.11? Tell 172.18.237.67
16,0.207241,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.12? Tell 172.18.237.67
17,0.207241,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.13? Tell 172.18.237.67
18,0.207241,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.14? Tell 172.18.237.67
19,0.207241,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.15? Tell 172.18.237.67
20,0.207241,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.16? Tell 172.18.237.67
21,0.207241,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.17? Tell 172.18.237.67
22,0.207241,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.19? Tell 172.18.237.67
23,0.207241,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.20? Tell 172.18.237.67
24,0.207241,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.21? Tell 172.18.237.67
25,0.207241,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.22? Tell 172.18.237.67
26,0.207241,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.23? Tell 172.18.237.67
27,0.207241,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.24? Tell 172.18.237.67
28,0.207241,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.25? Tell 172.18.237.67
29,0.207241,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.28? Tell 172.18.237.67
30,0.207241,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.29? Tell 172.18.237.67
31,0.207241,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.30? Tell 172.18.237.67
32,0.207241,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.32? Tell 172.18.237.67
33,0.207241,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.33? Tell 172.18.237.67
34,0.207241,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.34? Tell 172.18.237.67
35,0.207241,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.35? Tell 172.18.237.67
36,0.207241,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.37? Tell 172.18.237.67
37,0.207241,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.38? Tell 172.18.237.67
38,0.207376,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.42? Tell 172.18.237.67
39,0.207376,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.44? Tell 172.18.237.67
40,0.207376,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.47? Tell 172.18.237.67
41,0.207376,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.48? Tell 172.18.237.67
42,0.207376,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.50? Tell 172.18.237.67
43,0.207376,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.52? Tell 172.18.237.67
44,0.207376,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.53? Tell 172.18.237.67
45,0.207376,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.60? Tell 172.18.237.67
46,0.207376,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.62? Tell 172.18.237.67
47,0.207376,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.64? Tell 172.18.237.67
48,0.207376,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.67? Tell 172.18.237.67
49,0.207376,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.68? Tell 172.18.237.67
50,0.207376,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.74? Tell 172.18.237.67
51,0.207376,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.76? Tell 172.18.237.67
52,0.207376,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.78? Tell 172.18.237.67
53,0.207376,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.80? Tell 172.18.237.67
54,0.207376,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.82? Tell 172.18.237.67
55,0.207376,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.232.83? Tell 172.18.237.67
56,0.408307,172.18.233.59,172.18.239.255,UDP,180,59873  >  58581 Len=138
57,0.408307,Guangdon_0a:2b:4b,Broadcast,ARP,60,Who has 172.18.237.67? Tell 172.18.233.69
58,0.408307,SamsungE_7c:5c:ca,Broadcast,ARP,60,Who has 172.18.232.1? Tell 172.18.233.59
59,0.408307,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.232.34? Tell 172.18.232.10
60,0.408307,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.239.217? Tell 172.18.232.10
61,0.408307,IntelCor_a0:f8:75,Broadcast,ARP,60,Who has 172.18.234.177? Tell 172.18.234.220
62,0.618103,172.18.234.13,172.18.239.255,UDP,82,63484  >  1947 Len=40
63,0.618103,172.18.234.6,172.18.239.255,UDP,180,34792  >  58581 Len=138
64,0.618103,IntelCor_e3:9e:37,Broadcast,ARP,60,Who has 172.18.235.64? Tell 172.18.232.26
65,0.618103,IntelCor_0a:d0:a2,Broadcast,ARP,60,Who has 172.18.239.181? Tell 172.18.233.192
66,0.618103,172.18.236.12,172.18.239.255,UDP,305,54915  >  54915 Len=263
67,0.618103,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.235.245? Tell 172.18.237.67
68,0.618103,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.235.246? Tell 172.18.237.67
69,0.618103,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.235.247? Tell 172.18.237.67
70,0.618103,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.235.248? Tell 172.18.237.67
71,0.618103,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.235.249? Tell 172.18.237.67
72,0.618103,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.235.250? Tell 172.18.237.67
73,0.618103,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.235.251? Tell 172.18.237.67
74,0.618103,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.235.252? Tell 172.18.237.67
75,0.618103,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.235.254? Tell 172.18.237.67
76,0.618103,IntelCor_90:ef:70,Broadcast,ARP,60,Who has 172.18.235.255? Tell 172.18.237.67
77,0.81802,172.18.236.20,172.18.239.255,UDP,180,55484  >  58581 Len=138
78,0.81802,LiteonTe_ef:a7:9b,Broadcast,ARP,60,Who has 172.18.232.68? Tell 172.18.239.129
79,0.81802,172.18.233.59,172.18.239.255,UDP,180,59873  >  58581 Len=138
80,0.81802,SamsungE_7c:0b:84,Broadcast,ARP,60,Who has 172.18.232.1? Tell 172.18.236.20
81,1.02281,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.236.134? Tell 172.18.232.10
82,1.02281,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.235.33? Tell 172.18.232.10
83,1.02281,HuaweiDe_21:5f:a5,Broadcast,ARP,60,Who has 172.18.232.1? Tell 172.18.238.14
84,1.02281,172.18.234.6,172.18.239.255,UDP,180,34792  >  58581 Len=138
85,1.228162,172.18.239.149,172.18.239.255,DB-LSP-DISC/JSON,176,"Dropbox LAN sync Discovery Protocol, JavaScript Object Notation"
86,1.228162,172.18.236.20,172.18.239.255,UDP,180,55484  >  58581 Len=138
87,1.228162,SamsungE_98:8d:ea,Broadcast,ARP,60,Who has 172.18.232.1? Tell 172.18.234.6
88,1.228162,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.237.194? Tell 172.18.232.10
89,1.432989,172.18.233.59,172.18.239.255,UDP,180,59873  >  58581 Len=138
90,1.432989,IntelCor_0a:d0:a2,Broadcast,ARP,60,Who has 172.18.239.181? Tell 172.18.233.192
91,1.432989,Guangdon_0a:2b:4b,Broadcast,ARP,60,Who has 172.18.237.67? Tell 172.18.233.69
92,1.432989,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.239.217? Tell 172.18.232.10
93,1.432989,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.232.34? Tell 172.18.232.10
94,1.432989,IntelCor_e3:9e:37,Broadcast,ARP,60,Who has 172.18.235.64? Tell 172.18.232.26
95,1.637762,172.18.234.6,172.18.239.255,UDP,180,34792  >  58581 Len=138
96,1.637762,172.18.236.12,172.18.239.255,UDP,305,54915  >  54915 Len=263
97,1.637762,f6:6a:47:1d:b3:f0,Broadcast,ARP,60,Gratuitous ARP for 172.18.235.111 (Request)
98,1.637762,172.18.236.20,172.18.239.255,UDP,180,55484  >  58581 Len=138
99,1.841132,IntelCor_44:1e:70,Broadcast,ARP,60,Who has 172.18.239.26? Tell 172.18.232.149
100,1.841132,172.18.233.59,172.18.239.255,UDP,180,59873  >  58581 Len=138
101,1.841132,Cisco_ff:fc:28,Broadcast,ARP,60,Who has 172.18.237.54? Tell 172.18.232.1
102,2.047541,HonHaiPr_c8:06:d5,Broadcast,ARP,60,Who has 172.18.237.53? Tell 172.18.239.50
103,2.047541,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.235.33? Tell 172.18.232.10
104,2.047541,172.18.234.6,172.18.239.255,UDP,180,34792  >  58581 Len=138
105,2.047541,Chongqin_4a:c3:05,Broadcast,ARP,60,Who has 172.18.232.1? Tell 172.18.239.9
106,2.047541,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.235.81? Tell 172.18.232.10
107,2.25155,172.18.236.20,172.18.239.255,UDP,180,55484  >  58581 Len=138
108,2.25155,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.236.134? Tell 172.18.232.10
109,2.25155,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.237.194? Tell 172.18.232.10
110,2.25155,IntelCor_0a:d0:a2,Broadcast,ARP,60,Who has 172.18.239.181? Tell 172.18.233.192
111,2.25155,172.18.233.59,172.18.239.255,UDP,180,59873  >  58581 Len=138
112,2.456292,Chongqin_f3:a8:d7,Broadcast,ARP,60,Who has 172.18.237.240? Tell 172.18.234.103
113,2.456292,SamsungE_7c:5c:ca,Broadcast,ARP,60,Who has 172.18.232.1? Tell 172.18.233.59
114,2.456292,IntelCor_e3:9e:37,Broadcast,ARP,60,Who has 172.18.235.64? Tell 172.18.232.26
115,2.456292,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.239.217? Tell 172.18.232.10
116,2.456292,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.232.34? Tell 172.18.232.10
117,2.456292,Guangdon_0a:2b:4b,Broadcast,ARP,60,Who has 172.18.237.67? Tell 172.18.233.69
118,2.627424,172.18.238.180,142.250.196.14,UDP,377,49808  >  443 Len=335
119,2.642804,142.250.196.14,172.18.238.180,UDP,73,443  >  49808 Len=31
120,2.651494,172.18.238.180,142.250.196.14,UDP,75,49808  >  443 Len=33
121,2.671444,172.18.234.6,172.18.239.255,UDP,180,34792  >  58581 Len=138
122,2.671444,172.18.236.12,172.18.239.255,UDP,305,54915  >  54915 Len=263
123,2.671444,172.18.232.218,172.18.239.255,UDP,82,60176  >  1947 Len=40
124,2.671444,172.18.236.20,172.18.239.255,UDP,180,55484  >  58581 Len=138
125,2.671444,IntelCor_44:1e:70,Broadcast,ARP,60,Who has 172.18.239.26? Tell 172.18.232.149
126,2.865262,f6:6a:47:1d:b3:f0,Broadcast,ARP,60,Gratuitous ARP for 172.18.235.111 (Request)
127,2.865262,HonHaiPr_c8:06:d5,Broadcast,ARP,60,Who has 172.18.237.53? Tell 172.18.239.50
128,2.865262,172.18.233.59,172.18.239.255,UDP,180,59873  >  58581 Len=138
129,2.865262,SamsungE_7c:0b:84,Broadcast,ARP,60,Who has 172.18.232.1? Tell 172.18.236.20
130,3.072045,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.235.33? Tell 172.18.232.10
131,3.072045,172.18.234.6,172.18.239.255,UDP,180,34792  >  58581 Len=138
132,3.072045,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.235.81? Tell 172.18.232.10
133,3.072045,Chongqin_f3:a8:d7,Broadcast,ARP,60,Who has 172.18.237.240? Tell 172.18.234.103
134,3.072045,Cisco_ff:fc:28,Broadcast,ARP,60,Who has 172.18.232.114? Tell 172.18.232.1
135,3.072169,142.250.196.14,172.18.238.180,UDP,541,443  >  49808 Len=499
136,3.072169,142.250.196.14,172.18.238.180,UDP,276,443  >  49808 Len=234
137,3.0726,172.18.238.180,142.250.196.14,UDP,81,49808  >  443 Len=39
138,3.080735,172.18.238.180,142.250.196.14,UDP,75,49808  >  443 Len=33
139,3.089181,142.250.196.14,172.18.238.180,UDP,67,443  >  49808 Len=25
140,3.275019,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.236.134? Tell 172.18.232.10
141,3.275019,172.18.236.20,172.18.239.255,UDP,180,55484  >  58581 Len=138
142,3.275019,172.18.233.59,172.18.239.255,UDP,180,59873  >  58581 Len=138
143,3.480797,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.232.34? Tell 172.18.232.10
144,3.480797,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.239.217? Tell 172.18.232.10
145,3.480797,172.18.234.6,172.18.239.255,UDP,180,34792  >  58581 Len=138
146,3.684648,172.18.236.12,172.18.239.255,UDP,305,54915  >  54915 Len=263
147,3.684648,LiteonTe_ef:a7:9b,Broadcast,ARP,60,Who has 172.18.232.68? Tell 172.18.239.129
148,3.684648,172.18.236.20,172.18.239.255,UDP,180,55484  >  58581 Len=138
149,3.684648,IntelCor_44:1e:70,Broadcast,ARP,60,Who has 172.18.239.26? Tell 172.18.232.149
150,3.684648,HonHaiPr_c8:06:d5,Broadcast,ARP,60,Who has 172.18.237.53? Tell 172.18.239.50
151,3.888981,172.18.233.59,172.18.239.255,UDP,180,59873  >  58581 Len=138
152,3.889099,f6:6a:47:1d:b3:f0,Broadcast,ARP,60,Gratuitous ARP for 172.18.235.111 (Request)
153,4.094817,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.235.33? Tell 172.18.232.10
154,4.094817,172.18.234.155,172.18.239.255,UDP,86,57621  >  57621 Len=44
155,4.094817,172.18.234.6,172.18.239.255,UDP,180,34792  >  58581 Len=138
156,4.094817,Chongqin_f3:a8:d7,Broadcast,ARP,60,Who has 172.18.237.240? Tell 172.18.234.103
157,4.094817,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.235.81? Tell 172.18.232.10
158,4.299085,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.236.134? Tell 172.18.232.10
159,4.299085,172.18.236.20,172.18.239.255,UDP,180,55484  >  58581 Len=138
160,4.299085,LiteonTe_ef:a7:9b,Broadcast,ARP,60,Who has 172.18.232.68? Tell 172.18.239.129
161,4.299085,172.18.233.59,172.18.239.255,UDP,180,59873  >  58581 Len=138
162,4.50466,SamsungE_7c:5c:ca,Broadcast,ARP,60,Who has 172.18.232.1? Tell 172.18.233.59
163,4.50466,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.232.34? Tell 172.18.232.10
164,4.50466,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.239.217? Tell 172.18.232.10
165,4.50466,172.18.234.6,172.18.239.255,UDP,180,34792  >  58581 Len=138
166,4.709589,IntelCor_dd:6a:85,Broadcast,ARP,60,Who has 172.18.236.12? Tell 172.18.238.100
167,4.709589,172.18.236.12,172.18.239.255,UDP,305,54915  >  54915 Len=263
168,4.709589,172.18.236.20,172.18.239.255,UDP,180,55484  >  58581 Len=138
169,4.913885,172.18.233.59,172.18.239.255,UDP,180,59873  >  58581 Len=138
170,4.913885,SamsungE_7c:0b:84,Broadcast,ARP,60,Who has 172.18.232.1? Tell 172.18.236.20
171,5.118049,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.235.33? Tell 172.18.232.10
172,5.118049,172.18.234.6,172.18.239.255,UDP,180,34792  >  58581 Len=138
173,5.323704,172.18.236.20,172.18.239.255,UDP,180,55484  >  58581 Len=138
174,5.323704,LiteonTe_ef:a7:9b,Broadcast,ARP,60,Who has 172.18.232.68? Tell 172.18.239.129
175,5.323704,SamsungE_98:8d:ea,Broadcast,ARP,60,Who has 172.18.232.1? Tell 172.18.234.6
176,5.323704,f6:6a:47:1d:b3:f0,Broadcast,ARP,60,Gratuitous ARP for 172.18.235.111 (Request)
177,5.323704,172.18.233.59,172.18.239.255,UDP,180,59873  >  58581 Len=138
178,5.528537,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.232.34? Tell 172.18.232.10
179,5.528537,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.236.134? Tell 172.18.232.10
180,5.528537,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.239.217? Tell 172.18.232.10
181,5.528537,IntelCor_52:31:31,Broadcast,ARP,60,Who has 172.18.234.17? Tell 172.18.234.162
182,5.528537,IntelCor_52:31:31,Broadcast,ARP,60,Who has 172.18.235.63? Tell 172.18.234.162
183,5.528537,172.18.234.6,172.18.239.255,UDP,180,34792  >  58581 Len=138
184,5.7334,172.18.236.12,172.18.239.255,UDP,305,54915  >  54915 Len=263
185,5.7334,172.18.236.20,172.18.239.255,UDP,180,55484  >  58581 Len=138
186,5.937921,172.18.233.59,172.18.239.255,UDP,180,59873  >  58581 Len=138
187,5.937921,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.235.33? Tell 172.18.232.10
188,6.143193,HonHaiPr_c8:06:d5,Broadcast,ARP,60,Who has 172.18.237.53? Tell 172.18.239.50
189,6.143193,172.18.234.6,172.18.239.255,UDP,180,34792  >  58581 Len=138
190,6.143193,Chongqin_4a:c3:05,Broadcast,ARP,60,Who has 172.18.232.1? Tell 172.18.239.9
191,6.347843,172.18.236.20,172.18.239.255,UDP,180,55484  >  58581 Len=138
192,6.347843,172.18.233.59,172.18.239.255,UDP,180,59873  >  58581 Len=138
193,6.347843,SamsungE_7c:5c:ca,Broadcast,ARP,60,Who has 172.18.232.1? Tell 172.18.233.59
194,6.552103,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.232.34? Tell 172.18.232.10
195,6.552103,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.236.134? Tell 172.18.232.10
196,6.552103,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.239.217? Tell 172.18.232.10
197,6.552103,172.18.234.6,172.18.239.255,UDP,180,34792  >  58581 Len=138
198,6.552103,172.18.232.61,172.18.239.255,DB-LSP-DISC/JSON,176,"Dropbox LAN sync Discovery Protocol, JavaScript Object Notation"
199,6.552103,172.18.236.12,172.18.239.255,UDP,305,54915  >  54915 Len=263
200,6.617924,172.18.238.180,172.18.10.10,DNS,83,Standard query 0xedc9 A www.msftconnecttest.com
201,6.620825,172.18.10.10,172.18.238.180,DNS,219,Standard query response 0xedc9 A www.msftconnecttest.com CNAME ncsi-geo.trafficmanager.net CNAME v4ncsi.msedge.net CNAME ncsi.4-c-0003.c-msedge.net CNAME 4-c-0003.c-msedge.net A 13.107.4.52
202,6.621276,172.18.238.180,13.107.4.52,TCP,66,50155  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1
203,6.64934,13.107.4.52,172.18.238.180,TCP,66,"80  >  50155 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM=1"
204,6.649476,172.18.238.180,13.107.4.52,TCP,54,50155  >  80 [ACK] Seq=1 Ack=1 Win=132352 Len=0
205,6.649914,172.18.238.180,13.107.4.52,HTTP,165,GET /connecttest.txt HTTP/1.1 
206,6.678299,13.107.4.52,172.18.238.180,TCP,54,80  >  50155 [ACK] Seq=1 Ack=112 Win=525312 Len=0
207,6.68038,13.107.4.52,172.18.238.180,HTTP,593,HTTP/1.1 200 OK  (text/plain)
208,6.68038,13.107.4.52,172.18.238.180,TCP,54,"80  >  50155 [FIN, ACK] Seq=540 Ack=112 Win=525312 Len=0"
209,6.680493,172.18.238.180,13.107.4.52,TCP,54,50155  >  80 [ACK] Seq=112 Ack=541 Win=131840 Len=0
210,6.680721,172.18.238.180,13.107.4.52,TCP,54,"50155  >  80 [FIN, ACK] Seq=112 Ack=541 Win=131840 Len=0"
211,6.759323,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.237.194? Tell 172.18.232.10
212,6.759323,IntelCor_a0:f8:75,Broadcast,ARP,60,Who has 172.18.234.177? Tell 172.18.234.220
213,6.759323,172.18.236.20,172.18.239.255,UDP,180,55484  >  58581 Len=138
214,6.759323,f6:6a:47:1d:b3:f0,Broadcast,ARP,60,Gratuitous ARP for 172.18.235.111 (Request)
215,6.759323,HonHaiPr_c8:06:d5,Broadcast,ARP,60,Who has 172.18.237.53? Tell 172.18.239.50
216,6.961542,172.18.233.59,172.18.239.255,UDP,180,59873  >  58581 Len=138
217,6.961542,SamsungE_7c:0b:84,Broadcast,ARP,60,Who has 172.18.232.1? Tell 172.18.236.20
218,6.961542,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.235.33? Tell 172.18.232.10
219,6.990145,172.18.238.180,13.107.4.52,TCP,54,"[TCP Retransmission] 50155  >  80 [FIN, ACK] Seq=112 Ack=541 Win=131840 Len=0"
220,7.018613,13.107.4.52,172.18.238.180,TCP,54,[TCP ZeroWindow] 80  >  50155 [ACK] Seq=541 Ack=113 Win=0 Len=0
221,7.166089,172.18.234.6,172.18.239.255,UDP,180,34792  >  58581 Len=138
222,7.166089,172.18.236.20,172.18.239.255,UDP,180,55484  >  58581 Len=138
223,7.370862,SamsungE_98:8d:ea,Broadcast,ARP,60,Who has 172.18.232.1? Tell 172.18.234.6
224,7.370862,172.18.233.59,172.18.239.255,UDP,180,59873  >  58581 Len=138
225,7.577054,IntelCor_a0:f8:75,Broadcast,ARP,60,Who has 172.18.234.177? Tell 172.18.234.220
226,7.577054,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.232.34? Tell 172.18.232.10
227,7.577054,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.236.134? Tell 172.18.232.10
228,7.577054,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.239.217? Tell 172.18.232.10
229,7.577054,172.18.234.6,172.18.239.255,UDP,180,34792  >  58581 Len=138
230,7.577054,172.18.236.12,172.18.239.255,UDP,305,54915  >  54915 Len=263
231,7.577054,Cisco_ff:fc:28,Broadcast,ARP,60,Who has 172.18.239.181? Tell 172.18.232.1
232,7.780391,LiteonTe_ef:a7:9b,Broadcast,ARP,60,Who has 172.18.232.68? Tell 172.18.239.129
233,7.780391,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.237.194? Tell 172.18.232.10
234,7.780391,172.18.236.20,172.18.239.255,UDP,180,55484  >  58581 Len=138
235,7.780391,172.18.233.59,172.18.239.255,UDP,180,59873  >  58581 Len=138
236,7.986135,HonHaiPr_c8:06:d5,Broadcast,ARP,60,Who has 172.18.237.53? Tell 172.18.239.50
237,7.986135,IntelCor_52:31:31,Broadcast,ARP,60,Who has 172.18.234.17? Tell 172.18.234.162
238,7.986135,IntelCor_52:31:31,Broadcast,ARP,60,Who has 172.18.235.63? Tell 172.18.234.162
239,7.986135,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.235.33? Tell 172.18.232.10
240,7.986135,IntelCor_0a:d0:a2,Broadcast,ARP,60,Who has 172.18.233.36? Tell 172.18.233.192
241,8.19075,172.18.234.6,172.18.239.255,UDP,180,34792  >  58581 Len=138
242,8.19075,IntelCor_14:e1:c3,Broadcast,ARP,60,Who has 172.18.233.44? Tell 172.18.233.36
243,8.19075,IntelCor_cc:f3:a3,Broadcast,ARP,60,Who has 172.18.232.1? Tell 172.18.233.62
244,8.19075,172.18.236.20,172.18.239.255,UDP,180,55484  >  58581 Len=138
245,8.19075,LiteonTe_ef:a7:9b,Broadcast,ARP,60,Who has 172.18.232.68? Tell 172.18.239.129
246,8.394716,172.18.233.59,172.18.239.255,UDP,180,59873  >  58581 Len=138
247,8.394716,SamsungE_7c:5c:ca,Broadcast,ARP,60,Who has 172.18.232.1? Tell 172.18.233.59
248,8.394716,IntelCor_a0:f8:75,Broadcast,ARP,60,Who has 172.18.234.177? Tell 172.18.234.220
249,8.394716,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.232.34? Tell 172.18.232.10
250,8.599774,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.239.217? Tell 172.18.232.10
251,8.599774,IntelCor_0a:d0:a2,Broadcast,ARP,60,Who has 172.18.239.181? Tell 172.18.233.192
252,8.599774,172.18.234.6,172.18.239.255,UDP,180,34792  >  58581 Len=138
253,8.599774,172.18.236.12,172.18.239.255,UDP,305,54915  >  54915 Len=263
254,8.804997,Tecnomen_65:b7:9e,Broadcast,ARP,60,Who has 172.18.237.194? Tell 172.18.232.10
255,8.804997,172.18.236.20,172.18.239.255,UDP,180,55484  >  58581 Len=138
256,8.804997,IntelCor_2f:be:f8,Broadcast,ARP,60,Who has 172.18.239.54? Tell 172.18.232.216
257,8.804997,172.18.233.59,172.18.239.255,UDP,180,59873  >  58581 Len=138
258,9.009531,SamsungE_7c:0b:84,Broadcast,ARP,60,Who has 172.18.232.1? Tell 172.18.236.20
259,9.009531,IntelCor_cc:f3:a3,Broadcast,ARP,60,Who has 172.18.232.1? Tell 172.18.233.62
